topic,subtopic,difficulty,score,total_questions,percentage,time_taken,attempt_number,timestamp,user_id,score_ratio,is_improving,avg_previous_score,readiness
C,Functions,beginner,2,5,45.4,782,2,2025-10-11 22:12:43.467199,user_0087,0.4,False,50.7,Excellent
Data Structures,Stacks,intermediate,3,5,64.3,813,7,2025-11-14 22:12:43.478138,user_0156,0.6,True,,Good
DBMS,Transactions,advanced,4,5,88.2,554,16,2026-01-01 22:12:43.462213,user_0046,0.8,True,59.65,Good
OS,Memory Management,intermediate,3,5,64.0,821,6,2025-12-01 22:12:43.473249,user_0128,0.6,True,,Good
Java,OOPs,beginner,2,5,43.9,900,3,2025-10-14 22:12:43.469195,user_0097,0.4,False,,Excellent
Data Structures,Trees,advanced,3,5,67.2,735,14,2026-01-20 22:12:43.496122,user_0298,0.6,True,,Average
DBMS,SQL,advanced,5,5,100.0,630,27,2026-01-01 22:12:43.459221,user_0028,1.0,False,83.85714285714286,Excellent
Python,Dictionaries,intermediate,3,5,76.9,746,7,2025-11-22 22:12:43.499115,user_0316,0.6,False,60.9,Good
DBMS,SQL,advanced,5,5,100.0,683,23,2026-01-17 22:12:43.461216,user_0037,1.0,False,90.3,Excellent
OS,Processes,advanced,5,5,100.0,543,18,2026-01-08 22:12:43.460220,user_0031,1.0,False,90.1,Excellent
Java,Exceptions,advanced,5,5,100.0,511,17,2026-01-12 22:12:43.513078,user_0428,1.0,False,86.94,Excellent
OS,Memory Management,intermediate,5,5,100.0,725,10,2025-12-07 22:12:43.463213,user_0058,1.0,False,100.0,Excellent
Java,Inheritance,advanced,5,5,100.0,550,19,2025-12-14 22:12:43.506095,user_0375,1.0,True,82.86666666666667,Excellent
Data Structures,Trees,beginner,5,5,100.0,686,5,2025-11-24 22:12:43.497122,user_0303,1.0,True,,Excellent
Data Structures,Queues,advanced,5,5,100.0,645,24,2026-01-11 22:12:43.513078,user_0429,1.0,False,98.1,Excellent
DBMS,Normalization,intermediate,5,5,100.0,599,11,2025-12-26 22:12:43.501109,user_0335,1.0,True,64.6,Good
Python,File Handling,intermediate,5,5,100.0,534,12,2025-12-31 22:12:43.482143,user_0189,1.0,False,98.73333333333333,Excellent
Python,File Handling,intermediate,2,5,56.9,769,10,2025-12-28 22:12:43.503106,user_0348,0.4,False,78.2,Good
Java,Inheritance,beginner,3,5,60.6,742,3,2025-11-15 22:12:43.516071,user_0451,0.6,True,47.8,Excellent
C,Pointers,beginner,3,5,72.2,817,3,2025-10-17 22:12:43.482143,user_0191,0.6,False,40.5,Excellent
Data Structures,Trees,advanced,4,5,92.8,642,22,2026-01-13 22:12:43.480133,user_0175,0.8,False,85.13333333333334,Excellent
OS,Memory Management,advanced,5,5,100.0,545,31,2026-01-03 22:12:43.478138,user_0152,1.0,False,80.725,Excellent
OS,Threads,advanced,5,5,100.0,632,15,2025-12-16 22:12:43.508093,user_0386,1.0,False,,Excellent
Data Structures,Queues,advanced,5,5,100.0,738,24,2025-12-30 22:12:43.470191,user_0102,1.0,False,100.0,Excellent
DBMS,SQL,advanced,4,5,93.4,733,19,2025-12-15 22:12:43.498117,user_0314,0.8,False,36.1,Excellent
Java,Exceptions,advanced,3,5,73.9,808,14,2026-01-17 22:12:43.462213,user_0047,0.6,True,66.3,Average
C,Arrays,beginner,3,5,61.0,684,4,2025-12-19 22:12:43.462213,user_0047,0.6,False,,Average
DBMS,Normalization,advanced,5,5,100.0,639,30,2026-01-26 22:12:43.464208,user_0069,1.0,False,87.675,Excellent
Data Structures,Linked List,beginner,4,5,81.3,712,5,2025-11-09 22:12:43.504101,user_0359,0.8,True,75.8,Excellent
DBMS,Normalization,advanced,4,5,93.9,605,23,2025-12-23 22:12:43.459221,user_0023,0.8,False,79.44999999999999,Good
DBMS,SQL,advanced,5,5,100.0,518,15,2025-12-04 22:12:43.505100,user_0366,1.0,False,94.76666666666667,Excellent
Java,OOPs,advanced,5,5,100.0,696,25,2026-01-08 22:12:43.503106,user_0351,1.0,False,98.2,Excellent
C,Pointers,advanced,5,5,100.0,672,20,2025-12-31 22:12:43.498117,user_0312,1.0,False,90.7,Excellent
DBMS,Normalization,intermediate,5,5,100.0,553,8,2025-11-18 22:12:43.472199,user_0123,1.0,True,65.7,Excellent
Java,OOPs,intermediate,4,5,90.4,745,12,2025-12-24 22:12:43.486148,user_0223,0.8,False,61.8,Excellent
Python,Dictionaries,advanced,5,5,100.0,642,24,2026-01-15 22:12:43.457229,user_0010,1.0,False,75.4,Excellent
Python,Lists,beginner,3,5,62.2,824,5,2025-10-24 22:12:43.467199,user_0082,0.6,False,,Excellent
OS,Threads,advanced,5,5,100.0,600,28,2026-01-07 22:12:43.471157,user_0113,1.0,False,81.975,Excellent
OS,Processes,advanced,3,5,71.9,763,15,2025-11-26 22:12:43.472199,user_0121,0.6,False,62.36666666666667,Excellent
DBMS,Transactions,beginner,3,5,67.0,728,4,2025-10-30 22:12:43.513078,user_0432,0.6,True,,Excellent
OS,Threads,intermediate,5,5,100.0,644,6,2025-10-20 22:12:43.507093,user_0383,1.0,True,,Excellent
Python,Dictionaries,advanced,5,5,100.0,529,22,2025-12-24 22:12:43.515072,user_0444,1.0,False,63.7,Excellent
Java,Exceptions,intermediate,2,5,51.0,778,10,2025-12-14 22:12:43.464208,user_0065,0.4,True,29.95,Average
OS,Processes,advanced,4,5,84.3,635,19,2025-12-15 22:12:43.466203,user_0078,0.8,False,50.5,Excellent
Data Structures,Stacks,advanced,5,5,100.0,517,27,2026-01-04 22:12:43.468198,user_0093,1.0,True,77.4,Good
Data Structures,Queues,advanced,5,5,100.0,631,31,2026-01-14 22:12:43.458228,user_0016,1.0,False,93.62,Excellent
Data Structures,Linked List,intermediate,3,5,76.3,764,7,2025-11-18 22:12:43.470191,user_0104,0.6,False,,Excellent
DBMS,Normalization,advanced,3,5,63.2,736,15,2025-12-01 22:12:43.517066,user_0457,0.6,True,49.82,Excellent
OS,Memory Management,advanced,5,5,100.0,514,28,2026-01-05 22:12:43.496122,user_0293,1.0,False,90.2,Excellent
OS,Threads,intermediate,3,5,74.2,731,9,2026-01-04 22:12:43.497122,user_0302,0.6,True,,Good
DBMS,Transactions,beginner,2,5,59.5,704,3,2025-10-20 22:12:43.476177,user_0142,0.4,True,,Excellent
OS,Threads,advanced,5,5,100.0,585,22,2026-01-08 22:12:43.492134,user_0259,1.0,False,96.26,Good
C,Loops,beginner,3,5,64.8,736,1,2025-10-19 22:12:43.458228,user_0016,0.6,False,,Excellent
C,Arrays,intermediate,5,5,100.0,645,11,2025-11-29 22:12:43.503106,user_0351,1.0,False,,Excellent
C,Pointers,advanced,2,5,56.0,750,16,2025-12-13 22:12:43.484122,user_0207,0.4,True,49.86666666666667,Good
DBMS,Normalization,advanced,5,5,100.0,573,17,2025-12-05 22:12:43.493131,user_0272,1.0,False,74.7,Excellent
Java,OOPs,beginner,3,5,64.7,717,1,2025-12-06 22:12:43.459221,user_0026,0.6,False,,Good
Java,OOPs,intermediate,3,5,66.8,839,7,2025-11-09 22:12:43.473249,user_0126,0.6,True,72.36666666666666,Good
DBMS,SQL,beginner,3,5,74.8,769,2,2025-11-07 22:12:43.502108,user_0345,0.6,False,,Excellent
Data Structures,Stacks,intermediate,5,5,100.0,680,12,2025-12-09 22:12:43.470191,user_0109,1.0,False,95.56666666666666,Excellent
DBMS,SQL,advanced,4,5,96.1,676,22,2025-12-22 22:12:43.478138,user_0156,0.8,True,59.15,Good
OS,Processes,intermediate,4,5,95.7,730,8,2025-12-28 22:12:43.514074,user_0439,0.8,True,76.4,Excellent
Java,OOPs,beginner,2,5,58.5,657,1,2025-11-06 22:12:43.508093,user_0391,0.4,False,,Excellent
C,Pointers,intermediate,3,5,61.7,678,8,2025-11-21 22:12:43.484122,user_0204,0.6,True,,Good
OS,Threads,advanced,5,5,100.0,743,22,2025-12-20 22:12:43.461216,user_0038,1.0,False,86.525,Excellent
Java,OOPs,advanced,5,5,100.0,536,14,2025-12-28 22:12:43.479135,user_0161,1.0,False,64.44999999999999,Excellent
C,Loops,advanced,5,5,100.0,589,17,2025-12-04 22:12:43.468198,user_0094,1.0,False,63.94,Excellent
Python,File Handling,intermediate,3,5,71.1,794,8,2025-11-16 22:12:43.460220,user_0034,0.6,False,54.45,Excellent
Data Structures,Trees,beginner,3,5,72.0,730,2,2025-10-23 22:12:43.476177,user_0138,0.6,True,,Excellent
Python,Dictionaries,intermediate,4,5,96.9,548,7,2025-11-07 22:12:43.492134,user_0260,0.8,True,72.8,Excellent
C,Pointers,beginner,1,5,31.2,846,5,2025-11-25 22:12:43.477145,user_0148,0.2,False,,Average
C,Loops,intermediate,5,5,100.0,615,6,2025-12-01 22:12:43.461216,user_0037,1.0,True,93.1,Excellent
DBMS,Normalization,intermediate,3,5,71.0,825,10,2025-12-09 22:12:43.464208,user_0062,0.6,True,44.1,Good
C,Arrays,intermediate,3,5,65.2,818,7,2025-11-11 22:12:43.514074,user_0433,0.6,True,,Excellent
Java,OOPs,advanced,5,5,100.0,534,34,2026-01-17 22:12:43.506095,user_0371,1.0,False,100.0,Excellent
Python,File Handling,intermediate,4,5,97.4,719,11,2025-11-10 22:12:43.467199,user_0087,0.8,True,64.9,Excellent
OS,Threads,intermediate,3,5,74.8,762,8,2025-12-23 22:12:43.479135,user_0164,0.6,False,57.849999999999994,Good
Java,OOPs,advanced,5,5,100.0,605,21,2026-01-20 22:12:43.503106,user_0347,1.0,False,94.4,Excellent
C,Loops,advanced,5,5,100.0,693,22,2025-12-23 22:12:43.521058,user_0495,1.0,False,100.0,Excellent
C,Arrays,advanced,5,5,100.0,712,27,2026-01-25 22:12:43.479135,user_0162,1.0,False,100.0,Excellent
Python,Lists,advanced,5,5,100.0,602,24,2025-12-21 22:12:43.459221,user_0029,1.0,False,86.35,Excellent
DBMS,Normalization,advanced,5,5,100.0,702,16,2025-12-21 22:12:43.482143,user_0187,1.0,False,98.04285714285713,Excellent
Python,Dictionaries,advanced,5,5,100.0,581,25,2025-12-22 22:12:43.485119,user_0210,1.0,False,95.875,Excellent
Java,Inheritance,advanced,4,5,95.2,762,13,2025-12-03 22:12:43.484122,user_0207,0.8,True,,Good
C,Functions,advanced,5,5,100.0,643,21,2025-12-27 22:12:43.468198,user_0089,1.0,False,99.6,Excellent
C,Arrays,advanced,4,5,96.1,571,25,2025-12-29 22:12:43.507093,user_0379,0.8,True,62.3,Average
Java,Inheritance,advanced,5,5,100.0,633,17,2026-01-10 22:12:43.493131,user_0271,1.0,False,100.0,Excellent
Python,Lists,advanced,5,5,100.0,631,34,2026-01-12 22:12:43.497122,user_0305,1.0,False,70.55,Excellent
DBMS,SQL,advanced,4,5,90.2,696,14,2025-12-04 22:12:43.485119,user_0214,0.8,True,68.1,Excellent
Data Structures,Trees,intermediate,2,5,46.6,811,9,2025-11-20 22:12:43.484122,user_0207,0.4,True,,Good
DBMS,Normalization,beginner,3,5,69.3,792,5,2025-10-29 22:12:43.506095,user_0375,0.6,False,,Excellent
DBMS,SQL,beginner,3,5,62.0,768,5,2025-11-12 22:12:43.482143,user_0186,0.6,False,66.55000000000001,Excellent
Python,File Handling,intermediate,5,5,100.0,657,8,2025-11-09 22:12:43.487148,user_0227,1.0,True,,Excellent
C,Functions,advanced,5,5,100.0,702,24,2025-12-21 22:12:43.499115,user_0320,1.0,False,98.325,Excellent
OS,Processes,advanced,5,5,100.0,567,17,2026-01-06 22:12:43.460220,user_0031,1.0,False,87.625,Excellent
C,Loops,beginner,3,5,75.0,716,5,2025-11-06 22:12:43.477145,user_0151,0.6,False,,Excellent
Python,File Handling,intermediate,5,5,100.0,541,11,2025-12-16 22:12:43.489109,user_0238,1.0,False,69.1,Excellent
Data Structures,Queues,beginner,4,5,81.8,725,1,2025-10-28 22:12:43.517066,user_0461,0.8,False,,Excellent
Data Structures,Stacks,intermediate,5,5,100.0,670,10,2025-11-30 22:12:43.512080,user_0421,1.0,False,64.2,Excellent
Python,Lists,advanced,5,5,100.0,610,15,2025-11-28 22:12:43.493131,user_0272,1.0,False,100.0,Excellent
C,Arrays,advanced,5,5,100.0,623,29,2026-01-04 22:12:43.466203,user_0077,1.0,False,100.0,Excellent
Java,OOPs,intermediate,5,5,100.0,716,11,2025-11-17 22:12:43.468198,user_0095,1.0,False,84.8,Excellent
DBMS,Normalization,intermediate,5,5,100.0,745,8,2025-12-27 22:12:43.503106,user_0346,1.0,False,93.33333333333333,Excellent
C,Pointers,intermediate,5,5,100.0,708,9,2025-12-03 22:12:43.493131,user_0270,1.0,False,90.25,Excellent
Java,Exceptions,advanced,5,5,100.0,599,27,2026-01-12 22:12:43.517066,user_0461,1.0,False,100.0,Excellent
DBMS,SQL,intermediate,4,5,84.8,675,7,2025-12-06 22:12:43.504101,user_0354,0.8,False,87.4,Excellent
C,Functions,beginner,2,5,58.4,708,1,2025-11-18 22:12:43.502108,user_0341,0.4,False,,Excellent
DBMS,Normalization,beginner,2,5,57.4,784,5,2025-11-21 22:12:43.510086,user_0407,0.4,False,,Excellent
C,Arrays,beginner,1,5,39.9,787,1,2025-10-16 22:12:43.468198,user_0094,0.2,False,,Excellent
DBMS,Normalization,intermediate,4,5,91.7,767,7,2025-12-10 22:12:43.504101,user_0361,0.8,False,86.16666666666667,Excellent
DBMS,Normalization,intermediate,5,5,100.0,563,10,2025-12-21 22:12:43.461216,user_0041,1.0,False,,Excellent
Python,Dictionaries,advanced,5,5,100.0,693,26,2026-01-21 22:12:43.513078,user_0431,1.0,False,94.48571428571428,Excellent
DBMS,Transactions,advanced,4,5,94.7,654,19,2026-01-04 22:12:43.473249,user_0129,0.8,False,77.33333333333333,Excellent
Java,Inheritance,intermediate,3,5,66.7,805,8,2025-12-06 22:12:43.479135,user_0163,0.6,False,69.30000000000001,Excellent
DBMS,Normalization,advanced,5,5,100.0,620,32,2026-01-22 22:12:43.491135,user_0251,1.0,False,72.76666666666667,Average
Python,Dictionaries,beginner,1,5,36.0,840,2,2025-10-15 22:12:43.485119,user_0212,0.2,False,,Good
Python,Dictionaries,advanced,5,5,100.0,666,26,2025-12-25 22:12:43.500113,user_0326,1.0,False,84.175,Excellent
C,Pointers,advanced,5,5,100.0,577,24,2026-01-07 22:12:43.512080,user_0424,1.0,False,97.32000000000001,Excellent
C,Arrays,intermediate,3,5,64.6,641,8,2025-11-25 22:12:43.467199,user_0083,0.6,False,,Excellent
Data Structures,Trees,intermediate,3,5,77.5,599,7,2025-11-27 22:12:43.480133,user_0175,0.6,False,,Excellent
DBMS,Normalization,advanced,3,5,69.9,691,22,2026-01-15 22:12:43.522021,user_0499,0.6,False,55.260000000000005,Good
Python,Dictionaries,advanced,4,5,87.6,594,14,2025-11-17 22:12:43.464208,user_0067,0.8,True,56.0,Good
DBMS,Transactions,advanced,5,5,100.0,696,19,2025-11-30 22:12:43.506095,user_0373,1.0,False,100.0,Excellent
OS,Processes,advanced,5,5,100.0,698,26,2026-01-14 22:12:43.512080,user_0418,1.0,False,96.95,Excellent
Java,Exceptions,beginner,1,5,30.2,827,3,2025-10-27 22:12:43.515072,user_0447,0.2,False,,Good
DBMS,Normalization,advanced,5,5,100.0,678,16,2025-12-15 22:12:43.519063,user_0479,1.0,False,98.0,Excellent
DBMS,Transactions,intermediate,4,5,99.6,592,8,2025-10-28 22:12:43.509087,user_0399,0.8,True,,Excellent
Data Structures,Queues,beginner,3,5,71.7,825,1,2025-10-22 22:12:43.506095,user_0375,0.6,False,,Excellent
DBMS,Normalization,advanced,5,5,100.0,638,24,2025-12-28 22:12:43.461216,user_0038,1.0,False,66.23333333333333,Excellent
OS,Processes,intermediate,4,5,94.5,549,9,2025-11-16 22:12:43.514074,user_0436,0.8,True,54.15,Excellent
DBMS,SQL,beginner,1,5,28.0,820,1,2025-12-09 22:12:43.496122,user_0298,0.2,False,,Average
OS,Memory Management,advanced,5,5,100.0,750,18,2026-01-13 22:12:43.516071,user_0454,1.0,False,100.0,Excellent
DBMS,Normalization,advanced,5,5,100.0,738,28,2025-12-18 22:12:43.511084,user_0415,1.0,True,91.8,Excellent
Python,File Handling,intermediate,4,5,96.9,552,10,2025-11-11 22:12:43.496122,user_0294,0.8,False,66.0,Excellent
DBMS,Normalization,advanced,5,5,100.0,718,25,2026-01-04 22:12:43.471157,user_0112,1.0,False,97.8,Excellent
Python,Dictionaries,advanced,3,5,79.7,711,17,2025-12-27 22:12:43.481266,user_0179,0.6,False,86.4,Excellent
C,Loops,intermediate,3,5,73.6,696,10,2026-01-05 22:12:43.520058,user_0482,0.6,False,45.25,Good
DBMS,SQL,advanced,5,5,100.0,622,24,2025-12-14 22:12:43.520058,user_0481,1.0,False,71.775,Excellent
C,Arrays,beginner,2,5,43.2,835,4,2025-12-14 22:12:43.489109,user_0239,0.4,False,33.6,Needs Improvement
C,Arrays,advanced,5,5,100.0,608,20,2026-01-09 22:12:43.463213,user_0058,1.0,False,98.4,Excellent
C,Loops,intermediate,5,5,100.0,632,8,2025-11-18 22:12:43.517066,user_0461,1.0,True,98.3,Excellent
Python,Dictionaries,intermediate,3,5,74.8,741,8,2025-12-22 22:12:43.485119,user_0209,0.6,True,54.3,Excellent
Data Structures,Trees,advanced,5,5,100.0,665,27,2026-01-22 22:12:43.510086,user_0402,1.0,False,96.89999999999999,Excellent
Data Structures,Trees,intermediate,4,5,81.2,650,9,2025-12-29 22:12:43.463213,user_0055,0.8,True,,Good
C,Loops,intermediate,3,5,73.0,729,9,2025-11-16 22:12:43.489109,user_0244,0.6,False,69.85,Excellent
C,Arrays,beginner,3,5,68.2,623,2,2025-11-07 22:12:43.518063,user_0471,0.6,False,,Excellent
Python,Lists,advanced,5,5,100.0,625,24,2026-01-19 22:12:43.516071,user_0453,1.0,True,80.4,Excellent
DBMS,SQL,advanced,4,5,82.1,631,26,2026-01-03 22:12:43.501109,user_0330,0.8,True,30.0,Average
OS,Memory Management,intermediate,5,5,100.0,721,11,2025-11-10 22:12:43.459221,user_0028,1.0,False,,Excellent
C,Pointers,advanced,3,5,79.7,796,14,2026-01-12 22:12:43.499115,user_0315,0.6,True,91.35,Excellent
Java,OOPs,advanced,5,5,100.0,704,30,2026-01-17 22:12:43.476177,user_0138,1.0,False,91.84285714285714,Excellent
Python,Dictionaries,intermediate,3,5,75.2,616,6,2025-10-30 22:12:43.461216,user_0038,0.6,True,,Excellent
DBMS,Normalization,advanced,5,5,100.0,628,13,2025-12-14 22:12:43.472199,user_0118,1.0,False,92.4,Excellent
C,Loops,advanced,3,5,65.4,732,17,2026-01-21 22:12:43.489109,user_0239,0.6,False,46.333333333333336,Needs Improvement
Python,Lists,beginner,3,5,73.9,608,1,2025-10-10 22:12:43.507093,user_0383,0.6,False,,Excellent
Python,File Handling,advanced,3,5,70.3,629,15,2026-01-02 22:12:43.495127,user_0287,0.6,True,48.1,Average
DBMS,SQL,advanced,5,5,100.0,630,16,2025-12-31 22:12:43.503106,user_0347,1.0,False,100.0,Excellent
OS,Threads,advanced,5,5,100.0,591,20,2026-01-03 22:12:43.492134,user_0259,1.0,True,93.76666666666667,Good
C,Functions,beginner,3,5,68.3,611,2,2025-12-11 22:12:43.483156,user_0196,0.6,True,,Good
Python,File Handling,intermediate,2,5,55.8,668,7,2025-11-09 22:12:43.478138,user_0158,0.4,True,59.0,Good
Data Structures,Stacks,beginner,5,5,100.0,712,1,2025-10-25 22:12:43.461216,user_0042,1.0,False,,Excellent
DBMS,Normalization,advanced,5,5,100.0,613,19,2025-12-20 22:12:43.470191,user_0104,1.0,False,98.41666666666667,Excellent
C,Functions,advanced,5,5,100.0,537,27,2026-01-14 22:12:43.518063,user_0467,1.0,False,100.0,Excellent
Python,File Handling,advanced,4,5,91.9,587,16,2025-12-18 22:12:43.462213,user_0049,0.8,False,88.35,Excellent
OS,Processes,advanced,5,5,100.0,706,28,2026-01-11 22:12:43.468198,user_0095,1.0,False,73.6,Excellent
OS,Processes,advanced,4,5,94.2,738,25,2025-12-21 22:12:43.501109,user_0333,0.8,True,70.17999999999999,Excellent
Java,OOPs,beginner,4,5,92.5,557,5,2025-11-15 22:12:43.457229,user_0010,0.8,True,,Excellent
Java,OOPs,intermediate,4,5,84.1,675,7,2025-11-13 22:12:43.476177,user_0138,0.8,True,74.1,Excellent
DBMS,Normalization,intermediate,5,5,100.0,685,9,2025-12-22 22:12:43.482143,user_0183,1.0,True,97.1,Excellent
Java,OOPs,intermediate,2,5,48.6,764,12,2025-11-25 22:12:43.501109,user_0330,0.4,False,48.1,Average
C,Loops,intermediate,5,5,100.0,649,9,2025-10-28 22:12:43.507093,user_0383,1.0,False,100.0,Excellent
Data Structures,Stacks,intermediate,5,5,100.0,518,8,2025-11-15 22:12:43.500113,user_0324,1.0,True,,Excellent
Python,Lists,advanced,5,5,100.0,664,13,2025-12-25 22:12:43.510086,user_0405,1.0,False,,Good
Java,OOPs,advanced,5,5,100.0,659,22,2025-12-16 22:12:43.507093,user_0384,1.0,False,100.0,Excellent
DBMS,SQL,advanced,5,5,100.0,712,19,2025-12-09 22:12:43.505100,user_0368,1.0,False,97.125,Excellent
OS,Threads,advanced,4,5,82.6,765,14,2025-12-10 22:12:43.470191,user_0108,0.8,False,65.7,Excellent
DBMS,SQL,beginner,2,5,54.4,777,3,2025-10-28 22:12:43.515072,user_0448,0.4,False,65.3,Excellent
Python,Lists,beginner,2,5,44.7,665,5,2025-11-11 22:12:43.459221,user_0023,0.4,False,,Good
DBMS,Transactions,advanced,4,5,99.3,577,13,2025-11-28 22:12:43.509087,user_0400,0.8,True,85.55000000000001,Good
C,Functions,advanced,5,5,100.0,742,25,2025-12-28 22:12:43.515072,user_0448,1.0,False,92.98333333333333,Excellent
DBMS,SQL,advanced,4,5,93.9,579,13,2025-12-31 22:12:43.500113,user_0327,0.8,False,,Excellent
C,Pointers,advanced,5,5,100.0,663,19,2026-01-24 22:12:43.459221,user_0025,1.0,True,78.6,Good
C,Functions,advanced,5,5,100.0,536,15,2025-12-21 22:12:43.510086,user_0404,1.0,False,90.975,Excellent
DBMS,Transactions,beginner,2,5,52.8,800,2,2025-10-28 22:12:43.509087,user_0395,0.4,True,,Excellent
Java,Inheritance,intermediate,4,5,88.2,777,8,2025-12-19 22:12:43.466203,user_0081,0.8,True,,Good
Python,File Handling,intermediate,5,5,100.0,693,12,2026-01-06 22:12:43.508093,user_0387,1.0,True,100.0,Excellent
OS,Memory Management,advanced,5,5,100.0,558,29,2026-01-15 22:12:43.504101,user_0362,1.0,False,100.0,Excellent
Data Structures,Queues,advanced,5,5,100.0,709,21,2026-01-11 22:12:43.477145,user_0144,1.0,False,100.0,Excellent
C,Loops,advanced,5,5,100.0,739,14,2025-12-16 22:12:43.492134,user_0264,1.0,True,88.8,Excellent
DBMS,Transactions,advanced,5,5,100.0,512,21,2026-01-13 22:12:43.489109,user_0238,1.0,False,94.26,Excellent
Java,Inheritance,advanced,5,5,100.0,548,27,2026-01-14 22:12:43.484122,user_0207,1.0,False,98.39999999999999,Good
Java,Inheritance,advanced,5,5,100.0,625,18,2026-01-12 22:12:43.466203,user_0080,1.0,True,58.120000000000005,Good
Data Structures,Trees,advanced,5,5,100.0,515,35,2026-01-16 22:12:43.506095,user_0373,1.0,False,95.18333333333334,Excellent
C,Arrays,beginner,3,5,63.8,827,5,2025-11-25 22:12:43.459221,user_0027,0.6,False,,Good
DBMS,Normalization,intermediate,4,5,85.7,578,10,2025-11-29 22:12:43.502108,user_0342,0.8,False,82.75,Excellent
OS,Processes,intermediate,5,5,100.0,570,11,2026-01-11 22:12:43.462213,user_0047,1.0,True,64.3,Average
Python,Lists,advanced,4,5,86.2,728,20,2025-12-09 22:12:43.485119,user_0212,0.8,True,44.9,Good
Data Structures,Trees,beginner,3,5,67.3,749,5,2025-10-18 22:12:43.500113,user_0329,0.6,True,52.0,Excellent
C,Pointers,beginner,5,5,100.0,574,5,2025-12-15 22:12:43.508093,user_0389,1.0,True,,Excellent
Data Structures,Linked List,intermediate,4,5,91.5,750,8,2025-11-02 22:12:43.500113,user_0326,0.8,False,58.65,Excellent
Python,Dictionaries,beginner,2,5,47.2,723,1,2025-11-06 22:12:43.500113,user_0322,0.4,False,,Good
C,Pointers,intermediate,5,5,100.0,512,9,2025-11-11 22:12:43.499115,user_0320,1.0,True,96.65,Excellent
DBMS,Transactions,intermediate,5,5,100.0,559,6,2025-11-25 22:12:43.482143,user_0187,1.0,False,93.15,Excellent
C,Pointers,advanced,3,5,70.5,811,15,2025-11-21 22:12:43.501109,user_0333,0.6,False,51.166666666666664,Excellent
DBMS,SQL,advanced,5,5,100.0,640,31,2026-01-11 22:12:43.468198,user_0094,1.0,False,97.39999999999999,Excellent
Data Structures,Linked List,advanced,5,5,100.0,675,32,2026-01-09 22:12:43.509087,user_0399,1.0,False,81.16666666666667,Excellent
OS,Threads,intermediate,2,5,47.9,807,9,2026-01-02 22:12:43.503106,user_0353,0.4,False,51.1,Needs Improvement
Python,File Handling,advanced,3,5,66.5,802,13,2025-12-15 22:12:43.481266,user_0179,0.6,False,89.4,Excellent
Python,Lists,beginner,4,5,84.1,613,3,2025-12-12 22:12:43.504101,user_0358,0.8,True,,Excellent
OS,Threads,beginner,2,5,53.8,675,5,2025-11-16 22:12:43.508093,user_0392,0.4,True,43.6,Excellent
Data Structures,Linked List,advanced,5,5,100.0,679,29,2026-01-17 22:12:43.460220,user_0034,1.0,False,66.5,Excellent
Data Structures,Queues,advanced,3,5,69.5,609,16,2026-01-09 22:12:43.464208,user_0063,0.6,False,57.300000000000004,Good
Data Structures,Trees,intermediate,5,5,100.0,657,10,2025-11-18 22:12:43.516071,user_0456,1.0,True,96.39999999999999,Excellent
DBMS,Transactions,advanced,5,5,100.0,562,17,2025-12-27 22:12:43.464208,user_0062,1.0,True,61.73333333333333,Good
Java,Inheritance,advanced,3,5,78.3,688,23,2026-01-03 22:12:43.491135,user_0258,0.6,False,64.77142857142857,Excellent
OS,Memory Management,advanced,5,5,100.0,667,26,2026-01-02 22:12:43.498117,user_0313,1.0,False,92.1,Excellent
Java,OOPs,intermediate,4,5,87.9,559,10,2025-12-27 22:12:43.521058,user_0492,0.8,True,46.666666666666664,Good
Python,File Handling,beginner,2,5,45.9,676,5,2025-12-20 22:12:43.496122,user_0298,0.4,False,31.4,Average
OS,Threads,beginner,4,5,87.4,577,3,2025-12-03 22:12:43.464208,user_0068,0.8,True,,Excellent
DBMS,Normalization,advanced,5,5,100.0,548,22,2026-01-07 22:12:43.488111,user_0236,1.0,True,89.3,Good
Java,Inheritance,advanced,5,5,100.0,662,14,2025-12-08 22:12:43.509087,user_0393,1.0,True,100.0,Excellent
Java,Inheritance,intermediate,3,5,71.2,824,10,2025-12-06 22:12:43.477145,user_0146,0.6,True,65.3,Good
OS,Processes,intermediate,5,5,100.0,655,12,2026-01-01 22:12:43.503106,user_0350,1.0,False,,Excellent
Data Structures,Queues,advanced,5,5,100.0,590,26,2025-12-28 22:12:43.507093,user_0383,1.0,False,100.0,Excellent
Python,Lists,advanced,5,5,100.0,725,24,2025-12-17 22:12:43.481266,user_0181,1.0,False,100.0,Excellent
Data Structures,Linked List,advanced,5,5,100.0,536,30,2025-12-29 22:12:43.478138,user_0152,1.0,False,89.77142857142857,Excellent
Data Structures,Queues,advanced,5,5,100.0,694,33,2026-01-20 22:12:43.459221,user_0028,1.0,False,89.26,Excellent
DBMS,Transactions,intermediate,3,5,77.6,589,6,2025-12-09 22:12:43.486148,user_0216,0.6,True,41.5,Excellent
Python,File Handling,advanced,5,5,100.0,654,28,2026-01-10 22:12:43.493131,user_0272,1.0,False,100.0,Excellent
Java,Inheritance,advanced,4,5,98.3,710,13,2025-12-27 22:12:43.486148,user_0216,0.8,False,55.8,Excellent
